journal_name	category	citations	if_2022	jci	percentageOAGold
FUNDAMENTAL & CLINICAL PHARMACOLOGY	PHARMACOLOGY & PHARMACY - SCIE(Q3)	3173	2.747	0.67	2.87
MEMORIAS DO INSTITUTO OSWALDO CRUZ	"TROPICAL MEDICINE - SCIE(Q2); PARASITOLOGY - SCIE(Q2)"	7706	2.747	0.74	97.76
JOURNAL OF SOLID STATE ELECTROCHEMISTRY	ELECTROCHEMISTRY - SCIE(Q4)	10512	2.747	0.41	8.59
GAIT & POSTURE	"ORTHOPEDICS - SCIE(Q2); SPORT SCIENCES - SCIE(Q3); NEUROSCIENCES - SCIE(Q4)"	19628	2.746	0.84	7.34
BIOTECHNIQUES	"BIOCHEMICAL RESEARCH METHODS - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4)"	7594	2.746	0.36	100.00
JOURNAL OF FOOD PROTECTION	"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3); FOOD SCIENCE & TECHNOLOGY - SCIE(Q3)"	17348	2.745	0.52	9.05
CHEMISTRY & BIODIVERSITY	"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4)"	6939	2.745	0.40	3.00
JOURNAL OF PHYSICS-CONDENSED MATTER	PHYSICS, CONDENSED MATTER - SCIE(Q3)	53017	2.745	0.43	8.84
FLUID PHASE EQUILIBRIA	"THERMODYNAMICS - SCIE(Q2); ENGINEERING, CHEMICAL - SCIE(Q3); CHEMISTRY, PHYSICAL - SCIE(Q3)"	17873	2.745	0.51	3.32
Photobiomodulation Photomedicine and Laser Surgery	SURGERY - SCIE(Q2)	634	2.744	0.83	3.33
Journal of Applied Biomaterials & Functional Materials	"BIOPHYSICS - SCIE(Q3); ENGINEERING, BIOMEDICAL - SCIE(Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q4)"	1040	2.744	0.44	100.00
Journal of Marine Science and Engineering	"ENGINEERING, MARINE - SCIE(Q1); ENGINEERING, OCEAN - SCIE(Q2); OCEANOGRAPHY - SCIE(Q2)"	6037	2.744	0.91	95.56
SOCIOLOGICAL REVIEW	SOCIOLOGY - SSCI(Q2)	4714	2.743	1.32	27.78
MOLECULAR BIOLOGY REPORTS	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4)	13406	2.742	0.41	6.56
SYSTEMS & CONTROL LETTERS	"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q2); AUTOMATION & CONTROL SYSTEMS - SCIE(Q3)"	9367	2.742	0.67	5.25
BMC Womens Health	"OBSTETRICS & GYNECOLOGY - SCIE(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)"	4682	2.742	0.84	99.88
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2); POLITICAL SCIENCE - SSCI(Q2)"	7324	2.742	1.26	9.84
Alpine Botany	PLANT SCIENCES - SCIE(Q2)	571	2.742	0.68	35.48
JOURNAL OF HEALTH COMMUNICATION	"COMMUNICATION - SSCI(Q2); INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2)"	6901	2.742	0.98	4.96
Eksploatacja i Niezawodnosc-Maintenance and Reliability	ENGINEERING, MULTIDISCIPLINARY - SCIE(Q2)	1218	2.742	1.03	98.74
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY	PLANT SCIENCES - SCIE(Q2)	3560	2.741	0.75	5.74
CURRENT OPINION IN GASTROENTEROLOGY	GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4)	3417	2.741	0.43	1.72
ADAPTED PHYSICAL ACTIVITY QUARTERLY	"REHABILITATION - SCIE(Q2); SPORT SCIENCES - SCIE(Q3)"	1632	2.741	1.04	0.00
Annual Review of Financial Economics	"ECONOMICS - SSCI(Q2); BUSINESS, FINANCE - SSCI(Q3)"	1258	2.741	1.06	0.00
IEEE TRANSACTIONS ON EDUCATION	"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q2); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2)"	1855	2.740	0.91	8.02
AIMS Mathematics	"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q1)"	2495	2.739	2.14	98.37
DUKE LAW JOURNAL	LAW - SSCI(Q1)	1659	2.739	2.58	0.00
JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION	MEDICINE, GENERAL & INTERNAL - SCIE(Q3)	4032	2.739	0.57	3.77
Journal of Transport and Land Use	TRANSPORTATION - SSCI(Q4)	1369	2.739	0.55	98.45
JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK	"ECONOMICS - SSCI(Q2); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q2)"	503	2.738	0.83	11.54
Entropy	PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)	17367	2.738	0.62	95.60
ACTA PHYSIOLOGIAE PLANTARUM	PLANT SCIENCES - SCIE(Q2)	9310	2.736	0.65	7.60
POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES	FOOD SCIENCE & TECHNOLOGY - SCIE(Q3)	1399	2.736	0.56	100.00
Archives of Public Health	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)"	2297	2.736	0.66	99.22
Current Zoology	ZOOLOGY - SCIE(Q1)	2386	2.734	1.57	99.16
JOURNAL OF MAGNETIC RESONANCE	"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q2); SPECTROSCOPY - SCIE(Q2); BIOCHEMICAL RESEARCH METHODS - SCIE(Q3)"	12210	2.734	0.76	13.31
Plant Signaling & Behavior	"PLANT SCIENCES - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4)"	10759	2.734	0.49	10.65
DYSPHAGIA	OTORHINOLARYNGOLOGY - SCIE(Q2)	5452	2.733	1.17	16.78
Current Opinion in Anesthesiology	ANESTHESIOLOGY - SCIE(Q3)	3787	2.733	0.59	2.59
Rural and Remote Health	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)"	2538	2.733	0.42	99.15
Wood Material Science & Engineering	MATERIALS SCIENCE, PAPER & WOOD - SCIE(Q1)	973	2.732	0.95	14.11
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY	"PHARMACOLOGY & PHARMACY - SCIE(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)"	7922	2.732	0.68	22.69
NATURAL RESOURCES FORUM	"ENVIRONMENTAL STUDIES - SSCI(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)"	1340	2.732	0.49	14.71
ETHNICITY & HEALTH	"ETHNIC STUDIES - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)"	2491	2.732	1.13	3.70
JOURNAL OF RELIGION & HEALTH	"RELIGION - AHCI(N/A); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)"	4710	2.732	3.06	12.02
INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY	"CHEMISTRY, ANALYTICAL - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)"	5365	2.731	0.48	0.46
Biofuels-UK	ENERGY & FUELS - SCIE(Q4)	2239	2.731	0.42	1.99
Humanities & Social Sciences Communications	"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A); SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2)"	749	2.731	3.98	100.00
Life Sciences in Space Research	"ASTRONOMY & ASTROPHYSICS - SCIE(Q2); BIOLOGY - SCIE(Q3)"	851	2.730	0.52	12.50
Sex Education-Sexuality Society and Learning	"EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)"	1484	2.730	1.03	13.89
International Journal of Chemical Engineering	ENGINEERING, CHEMICAL - SCIE(Q3)	1290	2.729	0.34	100.00
GYNECOLOGIC AND OBSTETRIC INVESTIGATION	OBSTETRICS & GYNECOLOGY - SCIE(Q3)	2970	2.729	0.73	5.18
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES	"VETERINARY SCIENCES - SCIE(Q1); MICROBIOLOGY - SCIE(Q4); IMMUNOLOGY - SCIE(Q4)"	2842	2.729	0.73	2.53
CLINICAL OTOLARYNGOLOGY	OTORHINOLARYNGOLOGY - SCIE(Q2)	5060	2.729	0.91	12.44
CRYOBIOLOGY	"PHYSIOLOGY - SCIE(Q3); BIOLOGY - SCIE(Q3)"	6007	2.728	0.68	10.22
Trials	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q4)	15735	2.728	0.55	99.76
HUMAN ECOLOGY	"ANTHROPOLOGY - SSCI(Q1); SOCIOLOGY - SSCI(Q2); ENVIRONMENTAL STUDIES - SSCI(Q3)"	3913	2.728	0.96	28.71
CONSCIOUSNESS AND COGNITION	PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)	8055	2.728	0.69	12.29
JOURNAL OF RAMAN SPECTROSCOPY	SPECTROSCOPY - SCIE(Q2)	12672	2.727	1.06	13.02
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA	ENTOMOLOGY - SCIE(Q1)	6949	2.727	1.03	18.89
JOURNAL OF POLICY MODELING	ECONOMICS - SSCI(Q2)	2868	2.727	0.96	3.54
BRITISH DENTAL JOURNAL	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)	8461	2.727	0.94	4.78
Fire-Switzerland	"FORESTRY - SCIE(Q2); ECOLOGY - SCIE(Q3)"	676	2.726	1.01	91.82
PLANT CELL TISSUE AND ORGAN CULTURE	"PLANT SCIENCES - SCIE(Q2); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3)"	9008	2.726	0.66	10.57
Journal of Biological Dynamics	"MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q2); ECOLOGY - SCIE(Q3)"	1134	2.726	0.62	100.00
Plasmonics	"CHEMISTRY, PHYSICAL - SCIE(Q3); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q4)"	4970	2.726	0.38	2.45
Feminist Criminology	CRIMINOLOGY & PENOLOGY - SSCI(Q2)	1020	2.726	1.26	3.92
Journal of Studies in International Education	EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2)	1982	2.726	1.37	11.51
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE	"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)"	37356	2.726	0.58	14.47
CHEMICAL RESEARCH IN CHINESE UNIVERSITIES	CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3)	2403	2.726	0.29	0.00
Paediatrics and International Child Health	PEDIATRICS - SCIE(Q2)	1025	2.725	0.72	1.68
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)	760	2.725	0.75	98.11
International Journal of Dental Hygiene	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)	1359	2.725	0.79	20.59
MUSICAE SCIENTIAE	"MUSIC - AHCI(N/A); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)"	1302	2.725	2.33	13.85
BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY	"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4)"	3421	2.724	0.47	2.18
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL	"DEVELOPMENTAL BIOLOGY - SCIE(Q3); CELL BIOLOGY - SCIE(Q4)"	3005	2.723	0.46	8.42
ANTHROZOOS	"VETERINARY SCIENCES - SCIE(Q1); SOCIOLOGY - SSCI(Q2)"	2601	2.723	0.94	16.22
SPEECH COMMUNICATION	"ACOUSTICS - SCIE(Q2); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3)"	4123	2.723	0.59	13.94
Artificial Intelligence and Law	"LAW - SSCI(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)"	591	2.723	1.75	33.80
Housing Theory & Society	"REGIONAL & URBAN PLANNING - SSCI(Q3); URBAN STUDIES - SSCI(Q3); ENVIRONMENTAL STUDIES - SSCI(Q3)"	1176	2.722	0.73	22.52
APIDOLOGIE	ENTOMOLOGY - SCIE(Q1)	6676	2.722	1.06	26.35
TWMS Journal of Pure and Applied Mathematics	"MATHEMATICS - SCIE(Q1); MATHEMATICS, APPLIED - SCIE(Q1)"	231	2.722	1.41	0.00
EUROPEAN SPINE JOURNAL	"ORTHOPEDICS - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q3)"	21082	2.721	0.89	19.81
Early Intervention in Psychiatry	"PSYCHIATRY - SSCI(Q3); PSYCHIATRY - SCIE(Q3)"	3254	2.721	0.64	12.20
AVIAN PATHOLOGY	VETERINARY SCIENCES - SCIE(Q1)	5007	2.721	1.19	10.58
COGNITION & EMOTION	PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)	12168	2.720	0.77	11.32
Journal of Psychiatric and Mental Health Nursing	"NURSING - SSCI(Q1); NURSING - SCIE(Q1); PSYCHIATRY - SCIE(Q3); PSYCHIATRY - SSCI(Q3)"	3386	2.720	0.81	15.02
CHEMICAL PHYSICS LETTERS	"CHEMISTRY, PHYSICAL - SCIE(Q3); PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q3)"	52289	2.719	0.53	1.01
IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2)	9746	2.719	0.78	2.15
MATHEMATICS AND MECHANICS OF SOLIDS	"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2); MECHANICS - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)"	2331	2.719	0.65	4.12
JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY	"PSYCHIATRY - SCIE(Q3); CLINICAL NEUROLOGY - SCIE(Q3); GERIATRICS & GERONTOLOGY - SCIE(Q4)"	2443	2.718	0.56	9.91
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION	"VETERINARY SCIENCES - SCIE(Q1); AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q2)"	5889	2.718	1.03	10.06
Journal of Experimental Psychopathology	"PSYCHOLOGY, CLINICAL - SSCI(Q3); PSYCHIATRY - SSCI(Q3)"	744	2.718	0.54	100.00
Palaeoworld	PALEONTOLOGY - SCIE(Q1)	1135	2.717	1.11	2.56
Journal of Genetic Counseling	"SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q3); HEALTH POLICY & SERVICES - SSCI(Q3); GENETICS & HEREDITY - SCIE(Q3)"	3886	2.717	0.75	6.04
ACM Transactions on Privacy and Security	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)	316	2.717	0.90	0.00
Journal of Children and Media	"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2); COMMUNICATION - SSCI(Q2)"	1049	2.716	1.08	9.32
IET Biometrics	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)	907	2.716	0.54	45.11
JOURNAL OF PERINATAL MEDICINE	"PEDIATRICS - SCIE(Q2); OBSTETRICS & GYNECOLOGY - SCIE(Q3)"	3654	2.716	0.93	5.91
EUROPEAN UNION POLITICS	POLITICAL SCIENCE - SSCI(Q2)	1797	2.716	1.35	34.78
BIOTECHNOLOGY LETTERS	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3)	12016	2.716	0.53	6.61
HSS Journal	"ORTHOPEDICS - SCIE(Q2); SURGERY - SCIE(Q2)"	1352	2.715	0.64	14.02
Journal of Neurosurgery-Pediatrics	"PEDIATRICS - SCIE(Q2); SURGERY - SCIE(Q2); CLINICAL NEUROLOGY - SCIE(Q3)"	6478	2.713	0.82	0.37
IMA JOURNAL OF NUMERICAL ANALYSIS	MATHEMATICS, APPLIED - SCIE(Q1)	3684	2.713	1.39	7.72
JOURNAL OF BIOMATERIALS APPLICATIONS	"ENGINEERING, BIOMEDICAL - SCIE(Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q4)"	3710	2.712	0.51	2.81
LEARNED PUBLISHING	INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q2)	899	2.711	0.82	17.69
MOLECULAR VISION	"OPHTHALMOLOGY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4)"	7001	2.711	0.67	0.00
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)	18098	2.711	1.06	2.01
Journal of Information Technology & Politics	"COMMUNICATION - SSCI(Q2); POLITICAL SCIENCE - SSCI(Q2)"	918	2.710	1.16	12.50
Journal of Business Finance & Accounting	BUSINESS, FINANCE - SSCI(Q3)	3537	2.709	0.89	8.62
JOURNAL OF MANAGEMENT INQUIRY	MANAGEMENT - SSCI(Q4)	2316	2.709	0.77	15.89
GROUP PROCESSES & INTERGROUP RELATIONS	PSYCHOLOGY, SOCIAL - SSCI(Q3)	4159	2.708	0.91	20.45
AESTHETIC PLASTIC SURGERY	SURGERY - SCIE(Q2)	6502	2.708	0.87	8.26
Operational Research	OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q2)	1357	2.708	0.70	3.46
PHYSICS LETTERS A	PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)	31512	2.707	0.68	1.91
PHYSICAL REVIEW E	"PHYSICS, MATHEMATICAL - SCIE(Q1); PHYSICS, FLUIDS & PLASMAS - SCIE(Q2)"	113485	2.707	0.99	8.63
INDUSTRIAL HEALTH	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3); TOXICOLOGY - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)"	2861	2.707	0.44	100.00
Computer Law & Security Review	LAW - SSCI(Q1)	1459	2.707	3.15	18.33
JOURNAL OF AGING STUDIES	GERONTOLOGY - SSCI(Q2)	2710	2.707	0.67	20.16
Microbial Drug Resistance	"PHARMACOLOGY & PHARMACY - SCIE(Q3); INFECTIOUS DISEASES - SCIE(Q4); MICROBIOLOGY - SCIE(Q4)"	4436	2.706	0.67	3.00
Public Health Ethics	"ETHICS - SSCI(Q1); MEDICAL ETHICS - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)"	606	2.706	0.79	40.00
Journal of Tropical Medicine	"TROPICAL MEDICINE - SCIE(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)"	1060	2.705	0.62	98.61
Earth Science Informatics	"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3)"	1240	2.705	0.57	6.35
Policing & Society	CRIMINOLOGY & PENOLOGY - SSCI(Q2)	2004	2.705	1.40	20.47
CURRENT MEDICAL RESEARCH AND OPINION	"MEDICINE, GENERAL & INTERNAL - SCIE(Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q4)"	8551	2.705	0.54	29.54
GROWTH AND CHANGE	"DEVELOPMENT STUDIES - SSCI(Q2); REGIONAL & URBAN PLANNING - SSCI(Q3)"	1778	2.704	0.66	10.69
Service Science	"MANAGEMENT - SSCI(Q4); BUSINESS - SSCI(Q4)"	584	2.704	0.50	0.00
Studies in Educational Evaluation	"PSYCHOLOGY, EDUCATIONAL - SSCI(Q2); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2)"	2062	2.704	1.12	13.18
Metacognition and Learning	"PSYCHOLOGY, EDUCATIONAL - SSCI(Q2); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2)"	1410	2.704	1.43	34.88
TEACHING AND LEARNING IN MEDICINE	"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q2); HEALTH CARE SCIENCES & SERVICES - SCIE(Q3)"	2063	2.701	0.94	11.76
WIRELESS NETWORKS	"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3); TELECOMMUNICATIONS - SCIE(Q3)"	5232	2.701	0.71	3.19
JOURNAL OF CHILD LANGUAGE	"LINGUISTICS - SSCI(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2); PSYCHOLOGY, DEVELOPMENTAL - SSCI(Q3)"	4243	2.701	0.88	27.35
Japanese Journal of Radiology	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)	1964	2.701	0.65	16.71
Journal of Hydro-environment Research	"ENGINEERING, CIVIL - SCIE(Q3); WATER RESOURCES - SCIE(Q3); ENVIRONMENTAL SCIENCES - SCIE(Q3)"	1378	2.699	0.72	3.36
LEARNING & MEMORY	NEUROSCIENCES - SCIE(Q4)	6366	2.699	0.58	100.00
EARLY HUMAN DEVELOPMENT	"PEDIATRICS - SCIE(Q2); OBSTETRICS & GYNECOLOGY - SCIE(Q3)"	8400	2.699	0.84	9.39
PRAMANA-JOURNAL OF PHYSICS	PHYSICS, MULTIDISCIPLINARY - SCIE(Q3)	3759	2.699	0.59	0.00
INTERNATIONAL JOURNAL OF EARTH SCIENCES	GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3)	7051	2.698	0.65	21.25
HYPERTENSION IN PREGNANCY	"OBSTETRICS & GYNECOLOGY - SCIE(Q3); PERIPHERAL VASCULAR DISEASE - SCIE(Q3); PHYSIOLOGY - SCIE(Q3)"	1564	2.698	0.53	5.22
JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA	"PHYSIOLOGY - SCIE(Q3); ONCOLOGY - SCIE(Q4); ENDOCRINOLOGY & METABOLISM - SCIE(Q4)"	2252	2.698	0.46	33.75
Annals of PDE	"MATHEMATICS - SCIE(Q1); PHYSICS, MATHEMATICAL - SCIE(Q1)"	289	2.697	1.45	12.28
NEW FORESTS	FORESTRY - SCIE(Q2)	2502	2.697	0.95	13.60
Hematology-American Society of Hematology Education Program	"EDUCATION, SCIENTIFIC DISCIPLINES - SCIE(Q2); HEMATOLOGY - SCIE(Q3)"	4193	2.697	0.90	0.74
Psychiatria Danubina	"PSYCHIATRY - SSCI(Q3); PSYCHIATRY - SCIE(Q3)"	2670	2.696	0.34	35.37
World Mycotoxin Journal	"FOOD SCIENCE & TECHNOLOGY - SCIE(Q3); MYCOLOGY - SCIE(Q3); TOXICOLOGY - SCIE(Q3)"	1572	2.695	0.71	0.00
COMMUNICATION MONOGRAPHS	COMMUNICATION - SSCI(Q2)	4552	2.695	2.30	4.55
CURRENT GENETICS	GENETICS & HEREDITY - SCIE(Q3)	4355	2.695	0.53	18.26
Metals	"METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)"	15992	2.695	0.49	96.24
Bioanalysis	"CHEMISTRY, ANALYTICAL - SCIE(Q3); BIOCHEMICAL RESEARCH METHODS - SCIE(Q3)"	4199	2.695	0.48	10.46
JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION	"WATER RESOURCES - SCIE(Q3); GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3); ENGINEERING, ENVIRONMENTAL - SCIE(Q4)"	6880	2.695	0.59	13.25
Best Practice & Research Clinical Gastroenterology	GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q4)	3972	2.695	0.48	4.26
ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES	AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q2)	9040	2.694	1.09	100.00
JOURNAL OF PLASTIC FILM & SHEETING	MATERIALS SCIENCE, COATINGS & FILMS - SCIE(Q3)	612	2.694	0.38	1.47
BIRD CONSERVATION INTERNATIONAL	"ORNITHOLOGY - SCIE(Q1); BIODIVERSITY CONSERVATION - SCIE(Q2)"	1714	2.693	1.03	12.27
Journal of Experimental Zoology Part A-Ecological and Integrative Physiology	ZOOLOGY - SCIE(Q1)	2299	2.693	1.20	6.22
Journal of Building Physics	CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q3)	779	2.692	0.51	5.49
EQUINE VETERINARY JOURNAL	VETERINARY SCIENCES - SCIE(Q1)	9011	2.692	1.26	19.95
BEHAVIOR MODIFICATION	PSYCHOLOGY, CLINICAL - SSCI(Q3)	2880	2.692	0.75	3.05
Updates in Surgery	SURGERY - SCIE(Q2)	2014	2.692	0.91	18.10
JOURNAL OF PLASMA PHYSICS	PHYSICS, FLUIDS & PLASMAS - SCIE(Q2)	3156	2.691	0.85	22.31
Annals of Clinical Psychiatry	"PSYCHIATRY - SSCI(Q3); PSYCHIATRY - SCIE(Q4)"	1274	2.691	0.40	0.00
Simulation in Healthcare-Journal of the Society for Simulation in Healthcare	HEALTH CARE SCIENCES & SERVICES - SCIE(Q3)	2405	2.690	0.63	3.72
Electronics	"PHYSICS, APPLIED - SCIE(Q3); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)"	14393	2.690	0.60	95.44
INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY	MICROBIOLOGY - SCIE(Q4)	31071	2.689	0.55	2.48
RIED-Revista Iberoamericana de Educacion a Distancia	EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2)	566	2.689	1.60	98.94
International Review for the Sociology of Sport	"SOCIOLOGY - SSCI(Q2); HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q3)"	2507	2.689	1.18	19.23
CURRENT GENOMICS	"GENETICS & HEREDITY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4)"	2984	2.689	0.39	0.00
Quarterly Journal of Political Science	POLITICAL SCIENCE - SSCI(Q2)	954	2.688	1.12	0.00
EMPLOYEE RELATIONS	"INDUSTRIAL RELATIONS & LABOR - SSCI(Q2); MANAGEMENT - SSCI(Q4)"	2269	2.688	0.91	3.27
STARCH-STARKE	FOOD SCIENCE & TECHNOLOGY - SCIE(Q3)	6821	2.688	0.54	2.10
PHYSIOLOGICAL MEASUREMENT	"PHYSIOLOGY - SCIE(Q3); BIOPHYSICS - SCIE(Q3); ENGINEERING, BIOMEDICAL - SCIE(Q3)"	7559	2.688	0.70	12.88
Mine Water and the Environment	WATER RESOURCES - SCIE(Q3)	1928	2.688	0.72	12.70
